,producto
1111,LLAVE HAR.02 3/8 FLAIR 1/2 SOLD.
1115,BOYLER INSTANTANEO PRIMO 6 LTS IUSA
1116,TERMOPAR GREYSON
1117,TERMOPAR UÑA
1118,TERMOSTATO IUSATROL DEPOSITO
1121,KOLA LOKA GOTERO
1123,ADAPTADOR LENISCO DE ALUMINIO 5/8 X 3/8
1124,TERMOPAR LENISCO IZQUIERDO
1128,CILINDRO DESECHABLE GAS LINMEX
1157,ADAPTADOR CPVC HEMBRA C/INS. BCE. 1/2
1158,ADAPTADOR CPVC HEMBRA C/INS. BCE. 3/4
1134,CONTRA P/WC MASTER CIM
1160,ADAPTADOR CPVC MACHO 3/4
1188,TUBO DE CPVC 1 (6.0MT)
1213,"COPLE GALV. 1"""
1190,TUBO DE CPVC 3/4 (6.0MT)
1191,"TUERCA UNION CPVC 1"""
1192,TUERCA UNION CPVC 1/2
1193,TUERCA UNION CPVC 3/4 
1195,VALVULA CPVC 1/2
1196,VALVULA CPVC 3/4
1201,"CODO GALV. 45 X 3/4"""
1203,"CODO GALV. 90 X 1 1/4"""
1204,"CODO GALV. 90 X 1"""
1205,"CODO GALV. 90 X 1/2"""
1206,"CODO GALV. 90 X 2"""
1207,"CODO GALV. 90 X 3/4"""
1159,ADAPTADOR CPVC MACHO 1/2
1211,"COPLE GALV. 1 1/2"""
1187,TEE CPVC 3/4
1189,TUBO DE CPVC 1/2 (6.0MT)
1184,TEE CPVC 1 1/2
1161,"ADAPTADOR CPVC MACHO C/INS. BCE. 1"" "
1163,ADAPTADOR CPVC MACHO C/INS. BCE. 3/4
1168,"CODO CPVC 90 X 1"""
1169,CODO CPVC 90 X 1/2
1186,TEE CPVC 1/2
1172,CODO CPVC 90 X 3/4
1174,"COPLE CPVC 1"""
1170,CODO CPVC 90 X 1/2 OREJA
1175,COPLE CPVC 1/2
1176,COPLE CPVC 3/4
1180,"RED. CPVC 1"" X 3/4 "
1181,RED. CPVC 3/4 X 1/2  
1182,TAPON CPVC 1/2
1183,TAPON CPVC 3/4
1209,"CODO NIPLE GALV. 1/2"""
2352,"CODO HID. P/CEM. 90 X 2"""
2350,"CODO HID. P/CEM. 90 X 1"""
2353,"CODO HID. P/CEM. 90 X 3"""
2354,"CODO HID. P/CEM. 90 X 3/4"""
2355,"COPLE HID. P/CEM. 1 1/2"""
2356,"COPLE HID. P/CEM. 1 1/4"""
2357,"COPLE HID. P/CEM. 1"""
2351,"CODO HID. P/CEM. 90 X 1/2"""
2364,"COPLE HID. REPARACIÓN 3"" C/ANILLO"
2359,"COPLE HID. P/CEM. 2"""
2361,"COPLE HID. P/CEM. 3/4"""
2362,"COPLE HID. REPARACIÓN 2 1/2"" CON ANILLO"
2363,"COPLE HID. REPARACIÓN 2"" CON ANILLO"
2348,"CODO HID. P/CEM. 90 X 1 1/2"""
2365,"COPLE SANIT. P/CEM. 1 1/2"""
2366,"COPLE SANIT. P/CEM. 2"""
2367,"COPLE SANIT. P/CEM. 4"""
2358,"COPLE HID. P/CEM. 1/2"""
2346,"CODO HID. P/CEM. 45 X 2"""
2331,"REJILLA CROMADA 1/4 VTA. REX 4"""
2344,"CODO HID. P/CEM. 45 X 1"""
2326,FLOTADOR POLIURETANO No. 4
2327,FLOTADOR POLIURETANO No. 5
2368,"COPLE SANIT. P/CEM. 6"""
2325,SELLADOR PERMATEX CAB. INDIO 56 GR
2328,FLOTADOR POLIURETANO No. 6
2329,REGULADOR PRESIMEX MOD. 7000 A.P.
2330,PEGAMENTO RESISTOL 5000
2332,"ADAPTADOR HID. P/CEM. HEMBRA 1"""
2333,"ADAPTADOR HID. P/CEM. HEMBRA 1/2"""
2334,"ADAPTADOR HID. P/CEM. HEMBRA 2"""
2335,"ADAPTADOR HID. P/CEM. HEMBRA 3/4"""
2336,"ADAPTADOR HID. P/CEM. MACHO 1 1/2"""
2337,"ADAPTADOR HID. P/CEM. MACHO 1 1/4"""
2338,"ADAPTADOR HID. P/CEM. MACHO 1"""
2339,"ADAPTADOR HID. P/CEM. MACHO 1/2"""
2340,"ADAPTADOR HID. P/CEM. MACHO 2"""
2341,"ADAPTADOR HID. P/CEM. MACHO 3/4"""
2342,"CODO HID. P/CEM. 45 X 1 1/2"""
2343,"CODO HID. P/CEM. 45 X 1 1/4"""
2345,"CODO HID. P/CEM. 45 X 1/2"""
2371,TUERCA UNION HID. CEM. 1 1/4 
2409,"YEE PVC P/CEM. 1 1/2"""
2373,"TUERCA UNION HID. CEM. 2"" "
2399,"TAPA D/INSERC. SANIT 2"" "
2400,"TAPA D/INSERC. SANIT 4"" "
2401,"TAPA D/INSERC. SANIT 6"""
2402,"TEE P/CEMENTAR 2"" SANIT."
2403,"TEE P/CEMENTAR 3"" SANIT."
2404,"TEE P/CEMENTAR 4"" SANIT."
2405,"TEE P/CEMENTAR 6"" SANIT."
2407,"TEE P/CEMENTAR RED. 4"" X 2"" SANIT."
2398,"RED. SANIT. 8"" X 6"" P/CEM."
2410,"YEE PVC P/CEM. 2"""
2412,"YEE PVC P/CEM. 6"""
2413,"YEE PVC RED.P/CEM. 4"" X 2"""
2415,BOYLER RHEEM INSTANTANEO  6 LTS
2416,BOLA FLOTADOR ROTOPLAS No.5
2417,BOLA FLOTADOR ROTOPLAS No.7 
2420,REPUESTO PASO 1 BLANCO (TINACO) ROTOPLAS
2324,SELLADOR PERMATEX 51-H 120 GR
2419,MULTICONECTOR ROTOPLAST
2411,"YEE PVC P/CEM. 4"""
2397,"RED. SANIT. 6"" X 4"" P/CEM."
2396,"RED. SANIT. 4"" X 3"" P/CEM."
2395,"RED. SANIT. 4"" X 2"" P/CEM."
2374,ANILLO SANITARIO DE 1 1/2
2375,CONO REX P/BOTE CESPOL
2376,"ADAPTADOR PVC GAL ESP. 2"""
2377,"BOTE CESPOL UNIC. C/1 SAL. 2"""
2379,"CODO P/CEM. 45 X 2"""
2380,"CODO P/CEM. 45 X 3"""
2381,"CODO P/CEM. 45 X 4"""
2382,"CODO P/CEM. 45 X 6"""
2383,"CODO P/CEM. 45 X 8"""
2384,"CODO P/CEM. 90 X 1 1/2"""
2385,"CODO P/CEM. 90 X 2"""
2386,"CODO P/CEM. 90 X 3"""
2387,"CODO P/CEM. 90 X 4"""
2388,"CODO P/CEM. 90 X 4"" S. TRAS 2"""
2389,"CODO P/CEM. 90 X 4""LAT. 2"""
2390,"CODO P/CEM. 90 X 6"""
2391,COLADERA INSTA-REX
2392,COLADERA MULTIPLE PVC
2394,"RED. SANIT. 3"" X 2"" P/CEM."
2372,"TUERCA UNION HID. CEM. 1"" "
2323,TUBO SILICON 75 GR. PENS
2231,CODO COBRE 45 X 1/2
2321,CARTUCHO SILICON PEPE TRANSP.
2241,"COPLE COBRE 1"""
2242,COPLE COBRE 1/2 C/TOPE
2243,"COPLE COBRE 1/2"""
2244,COPLE COBRE 3/4 C/TOPE
2245,"COPLE COBRE 3/4"""
2246,"COPLE CRE COBRE 1 1/4"""
2247,"COPLE CRE COBRE 1"""
2248,"COPLE CRE COBRE 1/2"""
2239,"CODO CRI COBRE 1/2"""
2249,"COPLE CRE COBRE 3/4"""
2251,"COPLE CRI COBRE 1/2"""
2252,"COPLE CRI COBRE 3/4"""
2254,FLOTADOR COBRE No. 5
2255,FLOTADOR COBRE No. 6
2256,PICTEL GAS
2259,"RED. BUSHING COBRE 1"" X 3/4"""
2260,"RED. BUSHING COBRE 3/4"" X 1/2"""
2262,"RED. CAMPANA COB. 3/4""  X 1/2"""
2250,"COPLE CRI COBRE 1"""
2238,"CODO CRI COBRE 1"""
2237,"CODO CRE COBRE 1/2"""
2236,"CODO COBRE 90 X 3/4"""
2214,"NIPLE TERMINAL 1/2"" X 1/2"""
2421,TINACO ROTOPLAS 1100 LTS.
2215,"NIPLE TERMINAL 3/8"" X 1/2"""
2216,"NIPLE TERMINAL 3/8"" X 1/4"""
2217,"NIPLE TERMINAL 3/8"" X 3/8"""
2218,"NIPLE UNION 3/8"""
2221,"TUERCA CONICA GAS 1/2 """
2222,"TUERCA CONICA GAS 1/4"""
2223,"TUERCA CONICA GAS 3/8"""
2224,"TUERCA CONICA RED. 3/8"" X 1/4"""
2225,TUERCA IZQUIERDA P/PICTEL NACOBRE
2226,"TUERCA MACHO P/BARRIL 1/4"""
2227,VALVULA ANGULAR C/BARRIL NACOBRE
2228,VALVULA ANGULAR C/ROSCA NACOBRE
2229,VALVULA DE PASO VAFF 3/8 X 3/8
2230,"CODO COBRE 45 X 1"""
2232,CODO COBRE 45 X 3/4
2234,"CODO COBRE 90 X 1"""
2235,"CODO COBRE 90 X 1/2"""
2264,"TAPON CAPA COBRE 1/2"""
2322,TUBO SILICON 125 GR. ANTIHONGOS
2266,"TEE COBRE 1"""
2268,"TEE COBRE 3/4"""
2298,SOLDADURA OMEGA 50 X 50
2299,SOLDADURA OMEGA 95 X 5
2300,PEGAMENTO PITBULL 125 GR. AZUL OMEGA
2301,PEGAMENTO PITBULL 250 GR. AZUL OMEGA
2302,PEGAMENTO PITBULL 500 GR. AZUL OMEGA 
2303,AUTOMATICO P/HIDRO SK-2H ORANGE PUMPS
2304,BOMBA PERIFERICA 1/2 HP IGOTO
2307,"LLAVE ESFERA CEM. PVC  1"""
2297,CARRETE SOL. OMEGA 95 X 5
2308,LLAVE ESFERA CEM. PVC 1/2
2310,LLAVE ESFERA CEM. PVC 3/4
2311,"LLAVE ESFERA ROSC. PVC  1"""
2314,LLAVE ESFERA ROSC. PVC 3/4
2315,VALVULA ANTIRETORNO PCP 6
2316,BULTO PEGA AZULEJO PEGALEZA
2317,MASTIQUE PENSYLVANIA BOLSA 1 KG
2318,CARTUCHO SILICON ANTIHONGOS BLANCO
2319,CARTUCHO SILICON ANTIHONGOS TRANSPARENTE
2309,"LLAVE ESFERA CEM. PVC 2"""
2296,CARRETE SOL. OMEGA 50 X 50
2294,SEGUETA NICHOLSON BI METAL
2293,REGULADOR 1 VIA NACOBRE RN-1AE
2269,"TEE CRI CENTRO COB. 1/2"""
2270,TEE RED. COB. 1/2 X 1/2 X 3/4
2271,TEE RED. COB. 3/4 X 1/2 X 3/4
2272,TEE RED. COB. 3/4 X 3/4 X 1/2
2274,"TEE UNION GAS 3/8"""
2275,TOBERA PARA COMAL 3/4
2276,TUBO COBRE T-L 1/2
2277,"TUBO COBRE T-L 3/4"""
2279,"TUBO COBRE T-M 1"""
2280,"TUBO COBRE T-M 1/2"""
2281,"TUBO COBRE T-M 3/4"""
2282,"TUBO FLEXIBLE COB. 1/2"""
2283,"TUBO FLEXIBLE COB. 1/4"""
2284,TUBO FLEXIBLE COB. 3/16
2285,"TUBO FLEXIBLE COB. 3/8"""
2287,"TUERCA UNION COB. 1 1/4"""
2289,"TUERCA UNION COB. 1/2"""
2290,"TUERCA UNION COB. 3/4"""
2292,REGULADOR 1 VIA C/MAN. NACOBRE RN-1PME
2267,"TEE COBRE 1/2"""
2422,VALVULA DE LLENADO ROTOPLAS 1/2
2611,"LLAVE D/COMPUERTA FIG. 83 1/2"" URREA"
2424,CARTUCHO RUGO ANTIGUO LARGO RI-98
2574,TUERCA UNION PLUS 1/2 (20MM)
2575,TUERCA UNION PLUS 3/4 (25MM)
2578,LLAVE EMPOTRAR P/REGADERA TUBOPLUS 1/2
2579,"ADAPTADOR PLUS HEMBRA 1"""
2580,"ADAPTADOR PLUS HEMBRA 1/2"""
2581,"ADAPTADOR PLUS HEMBRA 3/4"""
2582,"ADAPTADOR PLUS MACHO 1"" "
2583,"ADAPTADOR PLUS MACHO 1/2"""
2573,TEE PLUS HEBRA DE 1/2 AL CENTRO
2584,"ADAPTADOR PLUS MACHO 3/4"""
2586,CODO PLUS 45 X 3/4
2587,"CODO PLUS 90 X 1"""
2588,CODO PLUS 90 X 1/2
2589,CODO PLUS 90 X 3/4
2590,CODO PLUS HEMBRA 1/2 (20 MM)
2594,"COPLE PLUS 1"" (32MM) "
2595,COPLE PLUS 1/2 (20MM)
2596,COPLE PLUS 3/4 (25MM)
2585,CODO PLUS 45 X 1/2
2597,RED. PLUS 1 X 3/4 (32 X 25 MM)
2571,PEGAMENTO TANGIT ROSA 50 GR.
2569,THINER ESTÁNDAR
2549,MANGUERA TRAMADA VERDE 3/4
2550,PERILLA BAQUELITA
2551,PERILLA DE ENCENDIDO UNITROL
2552,"POLIDUCTO 1 1/4"" C-40 (32 MM)"
2553,"POLIDUCTO 1"" C-40 (25 MM)"
2554,POLIDUCTO 1/2 REFORZADO C-80 (13MM)
2555,"POLIDUCTO 2"" C-40 (50 MM)"
2556,POLIDUCTO 3/4 C-40 (19 MM)
2570,PEGAMENTO TANGIT ROSA 240 GR.
2557,TAPA P/MALOS OLORES (TAPACOOL) BLANCA
2559,GUANTE NEGROS NITRILO
2560,YESO
2561,CUBIERTA SINKPRO TEM-8051 80CM 1TAR. 1ESC. DERECHO
2563,CONECTOR MOVIBLE BRONCE 1/2 
2565,KIT EMPAQUES CALENTADOR SOLAR
2566,BARRA D/MAGNESIO P/CALENTADOR SOLAR 
2567,TUBO P/CALENTADOR SOLAR 
2568,REPUESTO FLOTADOR  AUTOMATICO SQUARE D
2558,TAPA PARA TINACO CON ARILLO
2598,RED. PLUS 3/4 X 1/2 (25 X 20 MM)
2599,TAPON PLUS 1/2 (20 MM)
2600,TAPON PLUS 3/4 (25 MM)
2630,MANERAL URREA QUEEN C/CHAPETON GDE
2632,MEZCLADORA URREA P/FREGADERO 318 QC
2633,CESPOL URREA P/LAV. FIG. 3721
2634,REGADERA URREA FIG. 3001-B 
2635,CESPOL URREA BOTE FIG. 3732
2637,CESPOL URREA P/LAV. FIG. 3711
2638,CESPOL URREA P/LAV. FIG. 3712
2639,DISCO URREA CANDADO R402013
2629,MANERAL URREA CHICO QUEEN
2640,DISCO URREA DURO P/REG. R207025
2644,CHAROLA DE CRISTAL R1888 URREA
2646,ASIENTO VICAR MD. 92 BLANCO
2648,ASIENTO VICAR MD. 98 BLANCO
2649,PERA BISAGRA AQUAZALVO ZAKANY
2650,"TAQUETE PLASTICO 1/4"" "
2651,"TAQUETE PLASTICO 3/8"" "
2652,"TAQUETE PLASTICO 5/16"" "
2213,LLAVE ESFERA COMPRESION 1/2 NACOBRE
2643,RONDANA URREA CARTUCHO 312
2625,"LLAVE T/ALTO FIG. 04-N 3/4"""
2624,"LLAVE T/ALTO FIG. 04-N 1/2"""
2622,LLAVE EMPOTRAR P/REG. 652 URREA SOLD.
2601,"TEE PLUS 1"" (32 MM)"
2602,TEE PLUS 1/2 (20 MM)
2603,TEE PLUS 3/4 (25 MM)
2604,"TUBO PLUS 1"" (32 MM)"
2605,TUBO PLUS 1/2 (20 MM) 
2606,TUBO PLUS 3/4 (25 MM)
2607,VALVULA ESF. TUBOPLUS 1/2 (20 MM)
2608,VALVULA ESF. TUBOPLUS 3/4 (25 MM)
2609,MASKING TAPE MEDIANO 18 X 50
2610,CARTUCHO URREA R470078
2612,"LLAVE D/CUADRO/BANQ. FIG. 12 1/2"" URREA"
2614,"LLAVE D/GLOBO FIG. 765 1/2"" URREA"
2615,"LLAVE D/GLOBO FIG. 765 3/4"" URREA"
2616,"LLAVE D/NARIZ FIG. 19-N 1/2"" URREA"
2617,"LLAVE D/NARIZ FIG. 19-N 3/4"" URREA"
2618,LLAVE D/NARIZ URREA 21.13
2619,LLAVE D/NARIZ URREA LMCO1.13 
2620,LLAVE DE SEGURIDAD VRR02 1/2 URREA 
2621,LLAVE EMPOTRAR P/REG. 52 URREA ROSC.
2548,MANGUERA TRAMADA VERDE 1/2
2547,MANGUERA P/GAS 3/8 ALTA PRESION
2546,MANGUERA AHULADA AZUL  3/4
2545,MANGUERA AHULADA AZUL  1/2
2458,PIJA FIJADORA 8 X 25
2459,PIJA FIJADORA 8 X 38
2460,ACIDO MURIATICO 1 LT
2461,QUEMADOR DE ALUMIO C/TOBERA 3/4
2462,TUERCA P/CONTRA CANASTA
2463,ADAPTADOR ESPIGA BRONCE 1 1/2
2464,ADAPTADOR ESPIGA BRONCE 1 1/4
2465,"ADAPTADOR ESPIGA BRONCE 1"""
2457,PIJA FIJADORA 12 X 38
2466,ADAPTADOR ESPIGA BRONCE 1/2
2469,ADAPTADOR HEMBRA BRONCE DE 1/2
2470,ADAPTADOR UNIDOR BRONCE DE 1/2
2473,COPLE UNION FLARE 3/8
2476,ESPREA QUEMADOR DE 1/4
2478,REGADERA FIJA DE 4 X 1/2 BRONCE
2480,TEE BRONCE 1/2 UNIDOR
2481,VALVULA DE ALIVIO 1/2
2482,VALVULA PARA COMAL A.P. 
2467,ADAPTADOR ESPIGA BRONCE 3/4
2456,PIJA FIJADORA 10 X 38
2455,PIJA FIJADORA 10 X 32
2454,BASE PARA BOYLER DE ANGULO
2427,CARTUCHO RUGO P/REGADERA 99010
2431,LLAVE INSERCION ESPIGA 1/2 80-E RUGO
2432,UNION RUGO COBRE A COBRE 1/2 81-U
2434,BOTON LATERAL 60-KO RUGO
2435,CHAPETON ANTIGUO KING RUGO CH-98
2436,LLAVE IND. P/LAVABO 16-B RUGO
2437,LLAVE TEMP. RUGO 53001 P/MING.
2438,MANERAL RUGO KING ANTIGUO GRANDE RE-13
2440,SOPORTE P/LAV. FOFO
2441,CONTRA P/FREG. A.INOX. RUGO FIG. 12IL
2442,CUBRE TALADRO 26T RUGO
2446,BOMBA SIEMENS 1 HP NACIONAL
2447,BOMBA SIEMENS 1/2 HP NACIONAL
2448,PASTA PARA SOLDAR  75 GRS.
2449,PASTA PARA SOLDAR 250 GRS.
2450,PASTA PARA SOLDAR 500 GRS.
2451,PEGAMENTO SILER 225 GR. P/PVC
2452,PEGAMENTO SILER 480 GR. P/PVC
2453,PEGAMENTO SILER 60 GR. P/PVC
2484,FILTRO DE CARBON ACTIVADO 78 X 38
2423,VALVULA DE LLENADO ROTOPLAS 3/4
2485,CEMENTO BLANCO
2489,JUNTA PROEL C/CONO
2523,CODO DE LAMINA 90 X 6
2525,QUEMADOR ESTRELLA  15CM
2526,QUEMADOR ESTRELLA 25 CM
2527,QUEMADOR ESTRELLA 30 CM.Y 40CM
2528,ROMPELLAMAS P/QUEMADOR
2530,SOMBRERO DE LAMINA 4
2532,SOPORTE P/LAV. LAMINA JGO
2533,SOPORTE UNIV. P/LAVABO ALUMINO 
2521,REJILLA P/BOTE CESPOL DE TORNILLOS 
2534,TUBOS DE LAMINA 6
2536,ADAPTADOR P/LAVADERO C/CONTRA 
2537,BARRA P/TOALLERO AJUSTABLE
2538,BOTON ENCENDIDO UNITROL
2539,"BRIDA PARA TINACO 1 1/2"""
2541,BRIDA PARA TONEL 1
2542,BRIDA PARA TONEL 3/4
2543,LLAVE PORTA GARRAFON BLANCA 
2544,MANGUERA 3/8 X 5 MTS NEGRA A.P
2535,HILO P/PERA PERFECTA
2520,KIT EMPAQUES REGADERA
2518,KIT EMPAQUES CUELLO MEZC.
2517,EMPAQUE PARA BRIDA DE 2
2490,JUNTA PROEL S/CONO
2492,TUERCA P/CONTRA CANASTA
2493,BOLSA ESTOPA BLANCA
2494,ABRAZADERA FOFO DE 6
2495,COLADERA FOFO 15 X 15 ECO
2498,HILO GRAFITADO
2501,CONECTOR HULE 1 1/2 X 1 1/4
2502,CONECTOR HULE 2 X 1 1/2
2503,CONECTOR HULE 2 X 1 1/4
2504,EMPAQUE 02 CONICO P/LLAVE
2505,EMPAQUE 06 PLANO 3/4 P/VASTAGO
2507,EMPAQUE 13 ORING NEOPRENO 111
2508,EMPAQUE 14 ORING NEOPRENO 112
2509,EMPAQUE 16 ORING NEOPRENO 114
2511,EMPAQUE 19 CONECTOR DE LLAVE NARIZ
2512,EMPAQUE 22 TORNILLO ACOPLAR
2513,EMPAQUE 24 PLANO P/LLAVE LAVABO
2515,EMPAQUE 34 ACOPLAR WC
2516,"EMPAQUE ACOPLAR WC 3"""
2487,LAVADERO C/PILETA  DE CEM. INF. 60X60
2212,LLAVE DE T/ALTO DE 1/2 NACOBRE 
2483,VALVULA PARA ESTUFA B.P.
2208,"CODO ESTUFA 3/8"" X 3/8"""
1904,"TEE EDOMEX INSERCION 1/2"" "
1905,"TEE EDOMEX INSERCION 2"" "
1907,PAQ. PILAS ENEGIZER D
1908,CESPOL FAMA P/LAVABO FLEXIBLE F-9770
1909,MEDIO CESPOL FAMA P/FREGADERO
1910,MEDIO CESPOL FAMA P/LAVABO
1911,LIJA P/AGUA No.180
1912,LIJA P/AGUA No.220
1902,"LLAVE EDOMEX D/NARIZ C/ROSCA 1/2"""
1913,LIJA P/AGUA No.240
1916,LIJA P/FIERRO FINA
1917,LIJA P/FIERRO MEDIANA
1919,LIJA POR METRO
1923,ESTUFA FRAGA 4 QUEMADOR
1925,VALVULA ANTIRETORNO FLEXIMATIC 4
1926,PEGAMENTO CPVC 118 GR.
1927,PEGAMENTO CPVC 220 GR.
1928,PEGAMENTO CPVC 60 GR. 
1915,LIJA P/AGUA No.600
1929,JUEGO DE HERRAJES FLUID MASTER MOD 200AK133
1899,COPLE EDOMEX INSERCION 3/8
1897,"COPLE EDOMEX INSERCION 2"""
1872,EXTENSION DICA P/CESPOL 3209
1876,ADAPTADOR DURMAN GAS FLARE 3/8 X 3/8
1877,TEE DURMAN GAS 3/8 
1878,VALVULA DE PASO 3/8 DURMAN GAS
1879,CODO RECTO DURMAN 90 X 3/8
1880,TUBO P/GAS AMAR. 3/8 DURMAN
1881,CUBIERTA EB M-10 38 CM
1882,CUBIERTA EB MD. M-201 1MT 1 TAR. 1 ESC.
1898,"COPLE EDOMEX INSERCION 3/4"""
1884,"ABRAZADERA P.V.C. 1/2"" X 2 1/2"""
1887,"ABRAZADERA P.V.C. 3/4"" X 4"""
1888,"ADAPTADOR EDOMEX INSERCION MACHO 1 1/2"""
1889,"ADAPTADOR EDOMEX INSERCION MACHO 1 1/4"""
1890,"ADAPTADOR EDOMEX INSERCION MACHO 1"""
1891,"ADAPTADOR EDOMEX INSERCION MACHO 1/2"""
1892,"ADAPTADOR EDOMEX INSERCION MACHO 3/4"""
1895,"COPLE EDOMEX INSERCION 1"""
1896,"COPLE EDOMEX INSERCION 1/2"""
1885,"ABRAZADERA P.V.C. 1/2"" X 2"""
1930,BROCA ALT. VEL. 1/4 GREENFIELD
1931,BROCA ALT. VEL. 3/16 GREENFIELD
1933,BROCA ALT. VEL. 5/32 GREENFIELD
1968,ABRAZADERA UÑA 3/4
1969,ABRAZADERA UÑA 3/8
1971,VALVULA DE LLENADO 1 1/4 GAS
1972,ELECTRONIVEL INRECO
1976,ACOPLADOR IUSA P/GAS 3/4
1977,LLAVE DE GLOBO 400 LBS - 3/4
1978,LLAVE DE GLOBO 400 LBS -1/2
1979,"LLAVE ESFERA 1"" C/ROSC. IUSA"
1967,"ABRAZADERA UÑA 2"""
1980,"LLAVE ESFERA 1/2"" C/ROSC. IUSA"
1982,"LLAVE ESFERA 3/4"" C/ROSC. IUSA"
1983,"LLAVE ESFERA 3/4"" SOLD. IUSA"
1984,LLAVE HAR.02 3/8 FLAIR 1/2 SOLD.
1985,LLAVE HAR.04 1/2 SOLD 1/2 SOLD.
1986,BOYLER INSTANTANEO PRIMO 6 LTS IUSA
1987,BOYLER PASO PRIMO 5 LTS IUSA
1988,REGULADOR P/GAS A.P. MD. 2403-U4 (ROJO)
1990,TERMOPAR GREYSON
1981,"LLAVE ESFERA 1/2"" SOLD. IUSA"
1966,ABRAZADERA UÑA 1/2
1963,ABRAZADERA SIN FIN No. 72
1962,ABRAZADERA SIN FIN No. 6
1934,BROCA ALT. VEL. 7/32 GREENFIELD
1935,BROCA ALT. VEL. 7/64 GREENFIELD
1936,BROCA ALT. VEL. 9/64 GREENFIELD
1938,BROCA P/CONCRETO 3/16 X 4 GREENFIELD
1939,BROCA P/CONCRETO 3/8 X 6 GREENDIELD
1942,CONECTOR Y HULCEN 8 EN 1
1943,DESTAPADOR DE HULE HULCEN GRANDE
1945,"MULTICODO HULCEN 4 EN 1  DE 1"""
1950,ABRAZADERA OMEGA 1/2
1951,ABRAZADERA OMEGA 3/4
1952,ABRAZADERA OMEGA 3/8
1953,"ABRAZADERA OMEGA 4"""
1954,ABRAZADERA SIN FIN No. 10
1955,ABRAZADERA SIN FIN No. 12
1956,ABRAZADERA SIN FIN No. 16
1957,ABRAZADERA SIN FIN No. 20
1958,ABRAZADERA SIN FIN No. 24
1960,ABRAZADERA SIN FIN No. 32
1961,ABRAZADERA SIN FIN No. 4
1871,REGADERA DICA FIG. 4513-B
1870,REGADERA DICA FIG. 4504-B
1868,LLAVE D/NARIZ DICA 4020 P/MANG.
1867,TOALLERO DICA D/BARRA 5005
1780,LLAVE NARIZ ANBEC LLAC1423
1781,TORNILLO P/ACOPLAR ANBEC 
1782,MEZCLADORA ANBEC P/FREGADERO BKA1800 
1784,VALVULA ESF. ANBEC PPR 3/4 (25 MM)
1785,LIMPIADOR P.V.C. 500 ML ARES
1786,BOYLER LEÑA REFORZADO 40 LTS MONTERREY
1788,MANGUERA P/BOYLER ASCOT 1/2 X 50 CM
1789,BOYLER ASCOT 5 LTS
1779,CARTUCHO ANBEC P/MEZCLADORA V3018
1790,BOYLER ASCOT 8 LTS
1793,BOMBA PERIFERICA 1/2 HP BONASA
1794,CAPACITOR P/BOMBA 50-60
1795,ELECTRONIVEL BONASA YY9333
1796,SELLO MECANICO 1/2
1798,TERMOPARA CALOREX C/ENCENDIDO ELECTRONICO
1801,TINACO 450 LTS CITIPLAS (NEGRO)
1802,CLAVO HERCULES CONCRETO 1 1/2
1803,JUEGO CONECTOR MOVIBLE BCE. 1/2
1791,MEMBRANA PARA TANQUE DE 24 LTS 
1776,LLAVE DE INSERCION NPT - COBRE I.30 DE 1/2 ALFA
1775,LLAVE DE CUADRO M-10 DE 1/2 ALFA
1774,"TUBO PVC SANITARIO 8"""
1754,CINTA AHISLAR PLASTICA 
1755,"TUBO DE POLIETILENO CORRUGADO DE 6"""
1756,"TUBO DE POLIETILENO CORRUGADO DE 8"""
1757,TUBO C-40 HIDRAULICO DE 1 1/2
1758,"TUBO C-40 HIDRAULICO DE 1"""
1759,TUBO C-40 HIDRAULICO DE 1/2
1761,"TUBO HID. C/CAM. 1 1/2"" RD 26"
2209,"CODO TERMINAL 3/8"" X 1/2"" GAS"
1763,"TUBO HID. C/CAM. 2"" RD 26"
1764,"TUBO HID. C/CAM. 3"" RD 26"
1765,"TUBO HID. P/CEM. 1 1/4"" RD 26"
1766,"TUBO HID. P/CEM. 1"" RD 26"
1767,"TUBO HID. P/CEM. 1/2"" RD 13.5"
1768,"TUBO HID. P/CEM. 3/4"" RD 26"
1769,"TUBO PVC SANITARIO 1 1/2"""
1770,"TUBO PVC SANITARIO 2"""
1771,"TUBO PVC SANITARIO 3"""
1772,"TUBO PVC SANITARIO 4"""
1773,"TUBO PVC SANITARIO 6"""
1804,JUEGO CONECTOR MOVIBLE BCE. 3/4
1991,TERMOPAR UÑA
1805,PUNTA POOL CON ORRING UPP-5 COFLEX
1807,CASQUILLO COFLEX P/FREGADERO PH-105
1835,MANGUERA COFLEX 3/8 x 3/8 200 CM
1836,MANGUERA COFLEX 3/8 x 3/8 250 CM
1837,MANGUERA COFLEX 3/8 x 3/8 60 CM
1838,MANGUERA COFLEX P/FREG. VINIL GRIS
1839,MANGUERA COFLEX P/LAV. VINIL GRIS
1840,MANGUERA COFLEX P/MON. AL-M 40
1841,MANGUERA COFLEX P/SANIT. VINIL GRIS
1845,REGADERA DICA FIG. 4506-B
1834,MANGUERA COFLEX 3/8 X 3/8 500 CM
1846,CARTUCHO DICA R2801045
1849,"CHECK REJILLA DICA 1"""
1850,"CHECK REJILLA DICA 3/4"""
1854,BRAZO REGADERA DICA 4552BRR CROMO
1856,CESPOL DICA P/LAVABO FIG. 4207
