,producto,marca,material,mediana_diaria,sigma_robusta,stock_seguro,ss/6,ss/20,ss/100,ss/200,punto_reorden,rop/6,rop/20,rop/100,rop/200
221,"TUERCA UNION GALV. 2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
222,TEE CPVC 3/4,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
223,"YEE PVC RED.P/CEM. 4"" X 2""",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
224,"YEE PVC P/CEM. 3""",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
225,"YEE PVC P/CEM. 2""",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
226,"YEE GALV. 1 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
227,CARTUCHO RUGO P/ENSAMBLE 98EE ASTR.,RUGO,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
228,CEMENTO BLANCO,SIN MARCA,CEMENTO,2,1.4826,5,1,0,0,0,21,4,1,0,0
229,CARTUCHO URREA R470078,URREA,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
230,TEE PLUS RED. 3/4-1/2,TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
231,VALVULA ANGULAR C/BARRIL NACOBRE,NACOBRE,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
232,ABRAZADERA SIN FIN No.104,IDEAL INT.,INOX,2,1.4826,5,1,0,0,0,21,4,1,0,0
233,QUEMADOR ESTRELLA  40 CM,SIN MARCA,LAMINA,2,1.4826,5,1,0,0,0,21,4,1,0,0
234,QUEMADOR DE ALUMIO C/TOBERA 3/4,SIN MARCA,ALUMINIO,2,1.4826,5,1,0,0,0,21,4,1,0,0
235,"NIPLE GALV. 3/4"" X R.C.",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
236,ORING PEX URREA FIG. 709CU.13,URREA,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
237,ORING P/NARIZ 318 URREA R208006,URREA,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
238,PERILLA BAQUELITA,SIN MARCA,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
239,BISAGRA MASTER CIM P/WC,MASTER CIM,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
240,BARRIL PARA GAS 1/4,SIN MARCA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
241,TIRA TRIM ALUMINIO,SIN MARCA,ALUMINIO,2,1.4826,5,1,0,0,0,21,4,1,0,0
242,THINER ESTÁNDAR,STANDAR,THINER,2,1.4826,5,1,0,0,0,21,4,1,0,0
243,TOBERA PARA COMAL 3/4,NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
244,"TUBO C-40 HIDRAULICO DE 2""",ADVANCE,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
245,TUBO C-40 HIDRAULICO DE 1/2,ADVANCE,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
246,TUBO C-40 HIDRAULICO DE 1 1/2,ADVANCE,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
247,"ANILLO HIDRAULICO DE 2""",REXOLIT,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
248,"NIPLE GALV. 1/2"" X 2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
249,"NIPLE GALV. 1/2"" X 1 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
250,"NIPLE GALV. 1/4"" X 5""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
251,"NIPLE GALV. 1/4"" X 3""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
252,"NIPLE GALV. 1/4"" X 2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
253,"NIPLE GALV. 1/4"" X 1 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
254,"NIPLE GALV. 1/2"" X R.C.",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
255,"NIPLE GALV. 1/4"" X R.C.",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
256,"NIPLE GALV. 3/4"" X 4 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
257,"NIPLE GALV. 3/4"" X 3""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
258,"NIPLE GALV. 3/4"" X 3 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
259,"NIPLE GALV. 3/4"" X 10""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
260,"NIPLE GALV. 3/4"" X 1 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
261,TUBO DE CPVC 1/2 (6.0MT),MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
262,"TUBO DE POLIETILENO CORRUGADO DE 6""",ADS,POLIETILENO,2,1.4826,5,1,0,0,0,21,4,1,0,0
263,ABRAZADERA SIN FIN No. 24,IDEAL INT.,INOX,2,1.4826,5,1,0,0,0,21,4,1,0,0
264,ABRAZADERA SIN FIN No. 20,IDEAL INT.,INOX,2,1.4826,5,1,0,0,0,21,4,1,0,0
265,"ADAPTADOR PLUS HEMBRA 1/2""",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
266,TUBO DE CPVC 3/4 (6.0MT),MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
267,"ADAPTADOR PLUS HEMBRA 1 1/2""",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
268,ADAPTADOR HULCEN INSERCION 2,HULCEN,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
269,"NIPLE GALV. 1 1/2"" X 3""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
270,"NIPLE GALV. 1""  X 3""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
271,ADAPTADOR HULCEN INSERCION 1/2,HULCEN,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
272,MEDIO CESPOL FAMA P/FREGADERO,FAMA,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
273,KOLA LOKA GOTERO,KOLA LOKA,ADHESIVO,2,1.4826,5,1,0,0,0,21,4,1,0,0
274,LENTE DE SEGURIDAD TRADICIONALES IUSA TOTAL,IUSA,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
275,LIJA P/AGUA No.240,FANDELI,ABRACIBOS,2,1.4826,5,1,0,0,0,21,4,1,0,0
276,"LLAVE D/GLOBO FIG. 75T 1/2"" URREA",URREA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
277,LLAVE DE COMPUERTA 2 ROSC. MUELLER,MUELLER,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
278,LLAVE ESFERA COMPRESION 3/4 NACOBRE,NACOBRE,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
279,"NIPLE GALV. 1""  X 2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
280,KIT EMPAQUES CALENTADOR SOLAR,SOLARIS,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
281,"RED. CPVC 1"" X 3/4 ",MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
282,RED. PLUS 1 X 3/4 (32 X 25 MM),TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
283,"RED. SANIT. 4"" X 3"" P/CEM.",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
284,"ADAPTADOR PLUS MACHO 3/4""",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
285,"TEE CPVC 1""",MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
286,"TEE COBRE 3/4""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
287,"TEE COBRE 1/2""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
288,"TEE P/CEMENTAR 4"" SANIT.",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
289,"TEE P/CEMENTAR 3"" SANIT.",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
290,"TEE P/CEMENTAR 2"" SANIT.",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
291,"TEE HID. P/CEM. 1/2""",MUELLER,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
292,"TEE HID. P/CEM. 1 1/2""",MUELLER,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
293,"LLAVE T/ALTO FIG. 04-N 1""",URREA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
294,MANGUERA COFLEX 1/2 X 3/4 AB-H60 ,COFLEX,VINIL,2,1.4826,5,1,0,0,0,21,4,1,0,0
295,"RED. HID. CEM. 1 1/2"" X 1 1/4""",MUELLER,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
296,RED. CPVC 3/4 X 1/2  ,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
297,"ADAPTADOR PLUS MACHO 1"" ",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
298,MANGUERA COFLEX P/LAV. VINIL GRIS,COFLEX,VINIL,2,1.4826,5,1,0,0,0,21,4,1,0,0
299,ADAPTADOR HULCEN INSECION 3/4,HULCEN,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
300,TORNILLO P/MANERAL QUEEN GRANDE R223173,URREA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
301,VIDRIO BLOCK CREAR BURBUJAS,SIN MARCA,VIDRIO,2,1.4826,5,1,0,0,0,21,4,1,0,0
302,"ADAPTADOR HID. P/CEM. MACHO 2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
303,"ADAPTADOR HID. P/CEM. MACHO 1/2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
304,"ANILLO SANITARIO DE 2""",REXOLIT,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
305,"ADAPTADOR HID. P/CEM. MACHO 1 1/2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
306,"ADAPTADOR HID. P/CEM. HEMBRA 2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
307,"ADAPTADOR HID. P/CEM. HEMBRA 1/2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
308,HILO P/PERA PERFECTA,SIN MARCA,NAYLON,2,1.4826,5,1,0,0,0,21,4,1,0,0
309,HILO GRAFITADO,SIN MARCA,GRAFITADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
310,EMPAQUE 07 CONICO CIEGO,SIN MARCA,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
311,EMPAQUE 06 PLANO 3/4 P/VASTAGO,SIN MARCA,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
312,"ADAPTADOR HID. P/CEM. MACHO 1""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
313,EMPAQUE 03 CONICO P/LLAVE,SIN MARCA,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
314,EMPAQUE 01 CONICO P/LLAVE,SIN MARCA,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
315,EMPAQUE 19 CONECTOR DE LLAVE NARIZ,SIN MARCA,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
316,EMPAQUE 30 CONTRA FREGADERO,SIN MARCA,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
317,EMPAQUE COFLEX P/MANG. LAV. ER-A12,COFLEX,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
318,EXTENSION P/MANERAL.URREA,SIN MARCA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
319,GUANTE MULTIFLEX AZUL JOSTEN,JOSTEN,TELA,2,1.4826,5,1,0,0,0,21,4,1,0,0
320,"ADAPTADOR PLUS HEMBRA 3/4""",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
321,VALVULA PARA ESTUFA B.P.,SIN MARCA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
322,ADAPTADOR ESPIGA BRONCE 1/4,SIN MARCA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
323,ADAPTADOR ESPIGA BRONCE 1/2,SIN MARCA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
324,"ADAPTADOR EDOMEX INSERCION MACHO 2""",EDO-MEX,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
325,"ADAPTADOR EDOMEX INSERCION MACHO 1/2""",EDO-MEX,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
326,"ADAPTADOR EDOMEX INSERCION MACHO 1""",EDO-MEX,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
327,"TEE PLUS 1"" (32 MM)",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
328,TEE PLUS 1 1/4 (40MM),TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
329,"COPLE SANIT. P/CEM. 8""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
330,"ADAPTADOR HID. P/CEM. MACHO 3/4""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
331,"COPLE SANIT. P/CEM. 6""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
332,"COPLE SANIT. P/CEM. 4""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
333,"CRUZ GALV. 1 1/4""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
334,DISCO URREA P/NARIZ 19N R207027,URREA,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
335,"COPLE SANIT. P/CEM. 3""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
336,"COPLE SANIT. P/CEM. 2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
337,"COPLE HID. P/CEM. 3/4""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
338,"COPLE HID. P/CEM. 2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
339,"COPLE HID. P/CEM. 2 1/2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
340,"COPLE HID. P/CEM. 1/2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
341,"COPLE HID. P/CEM. 1""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
342,"COPLE HID. P/CEM. 1 1/2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
343,EMPAQUE 12 ORING NEOPRENO 110,SIN MARCA,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
344,"COPLE EDOMEX INSERCION 2""",EDO-MEX,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
345,"COPLE PLUS 1 1/2"" (50MM)",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
346,COPLE HULCEN INSERCION 2,HULCEN,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
347,COPLE HULCEN INSERCION 1/2,HULCEN,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
348,"ADAPTADOR PLUS MACHO 1 1/4""",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
349,BROCA ALT. VEL. 1/8 GREENFIELD,GREENFIED,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
350,BROCA ALT. VEL. 1/16 GREENFIED,GREENFIED,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
351,"COPLE COBRE 3/4""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
352,"COPLE COBRE 1/2""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
353,"COPLE COBRE 1"" C/TOPE",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
354,"COPLE COBRE 1""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
355,"COPLE EDOMEX INSERCION 1""",EDO-MEX,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
356,"COPLE EDOMEX INSERCION 1 1/2""",EDO-MEX,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
357,"COPLE CRI COBRE 3/4""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
358,"COPLE CRI COBRE 1/2""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
359,"COPLE GALV. 4""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
360,"COPLE SANIT. P/CEM. 1 1/2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
361,TAPON PLUS REPARACION,TUBO PLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
362,"TAPON MACHO GALV. 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
363,TAPON PLUS 1/2 (20 MM),TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
364,TAPON PLUS 3/4 (25 MM),TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
365,"RED. BUSHING COBRE 3/4"" X 1/2""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
366,"RED. BUSHING GALV. 1/2"" X 3/8""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
367,"RED. BUSHING GALV. 4"" X 3""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
368,"RED. BUSHING GALV. 3/4"" X 1/4""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
369,"RED. BUSHING GALV. 2"" X 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
370,"RED. CAMPANA COB. 3/4""  X 1/2""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
371,"BISAGRA COFLEX P-B6026 2""",COFLEX,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
372,"BISAGRA COFLEX P-B6025 2""",COFLEX,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
373,"COPLE CRE COBRE 3/4""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
374,"COPLE CRE COBRE 1""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
375,"COPLE GALV. 3/4""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
376,"COPLE GALV. 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
377,"COPLE EDOMEX INSERCION 3/4""",EDO-MEX,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
378,CODO PLUS 45 X 1/2,TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
379,"CODO PLUS 45 X 1""",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
380,"CODO UNICOPE PVC 2""X 90°",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
381,COLADERA FLEXIMATIC UNIVERSAL MOD.2264,FLEXIMATIC,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
382,CONECTOR HULE 2 X 1 1/4,SIN MARCA,HULE,2,1.4826,5,1,0,0,0,21,4,1,0,0
383,COLADERA URREA No. 182 PLAST.,URREA,CROMADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
384,BROCA ALT. VEL. 9/64 GREENFIELD,GREENFIED,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
385,BROCA ALT. VEL. 7/64 GREENFIELD,GREENFIED,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
386,BROCA ALT. VEL. 5/32 GREENFIELD,GREENFIED,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
387,BROCA ALT. VEL. 3/32 GREENFIELD,GREENFIED,ACERO,2,1.4826,5,1,0,0,0,21,4,1,0,0
388,"CONTRA SPUD RUGO BCE. 1 1/4"" ",RUGO,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
389,"CONTRA SPUD RUGO BCE. 1 1/2"" ",RUGO,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
390,CONTRA P/WC URREA FIG. 06,URREA,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
391,"COPLE CRE COBRE 1 1/4""",NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
392,CODO PLUS HEMBRA 3/4 (25 MM),TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
393,"TUBO PLUS 1"" (32 MM)",TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
394,ADAPTADOR DURMAN GAS HEM. 3/8 X 1/2 RM,DURMAN,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
395,ADAPTADOR DURMAN GAS FLARE 3/8 X 3/8,DURMAN,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
396,ADAPTADOR CPVC MACHO C/INS. BCE. 3/4,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
397,ADAPTADOR CPVC MACHO C/INS. BCE. 1/2,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
398,ADAPTADOR CPVC MACHO 3/4,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
399,ADAPTADOR CPVC MACHO 1/2,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
400,"ADAPTADOR CPVC MACHO 1""",MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
401,ADAPTADOR CPVC HEMBRA C/INS. BCE. 3/4,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
402,ADAPTADOR CPVC HEMBRA C/INS. BCE. 1/2,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
403,CODO PLUS 90 X 1 1/2,TUBOPLUS,PPR,2,1.4826,5,1,0,0,0,21,4,1,0,0
404,"TUERCA CONICA GAS 1/4""",NACOBRE,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
405,TUBOS DE LAMINA 6,SIN MARCA,LAMINA,2,1.4826,5,1,0,0,0,21,4,1,0,0
406,TUBOS DE LAMINA 4,SIN MARCA,LAMINA,2,1.4826,5,1,0,0,0,21,4,1,0,0
407,"TUERCA CONICA RED. 5/16"" X 1/4""",NACOBRE,BRONCE,2,1.4826,5,1,0,0,0,21,4,1,0,0
408,TUERCA UNION CPVC 3/4 ,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
409,TUERCA UNION CPVC 1/2,MUELLER,CPVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
410,ACIDO MURIATICO 1 LT,SIN MARCA,ACIDO,2,1.4826,5,1,0,0,0,21,4,1,0,0
411,TUERCA UNION HID. CEM. 1/2,REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
412,"TUERCA UNION GALV. 3/8""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
413,"CODO HID. P/CEM. 90 X 1""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
414,"CODO HID. P/CEM. 45 X 3/4""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
415,"CODO P/CEM. 45 X 4""",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
416,"CODO P/CEM. 45 X 3""",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
417,"CODO GALV. 90 X 2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
418,"CODO GALV. 90 X 1/4""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
419,"CODO GALV. 90 X 1/2""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
420,"CODO GALV. 90 X 1 1/4""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
421,"CODO GALV. 45 X 1""",MUELLER,GALVANIZADO,2,1.4826,5,1,0,0,0,21,4,1,0,0
422,"CODO HID. P/CEM. 45 X 2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
423,"CODO HID. P/CEM. 45 X 1/2""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
424,"CODO HID. P/CEM. 45 X 1""",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
425,"CODO HID. 2"" X 45 C/CAMP.",REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
426,CODO HID. 1/2 X 90 HEMBRA HID.,REXOLIT,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
427,CODO COBRE 45 X 3/4,NACOBRE,COBRE,2,1.4826,5,1,0,0,0,21,4,1,0,0
428,CODO DE LAMINA 45 X 8,SIN MARCA,LAMINA,2,1.4826,5,1,0,0,0,21,4,1,0,0
429,CODO DE LAMINA 45 X 4,SIN MARCA,LAMINA,2,1.4826,5,1,0,0,0,21,4,1,0,0
430,CODO EDOMEX INSERCION 90 X 1 1/4,EDO-MEX,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
431,"RED. SANIT. 4"" X 2"" P/CEM.",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
432,"RED. SANIT. 3"" X 2"" P/CEM.",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
433,RONDANA URREA CARTUCHO 312,URREA,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
434,"TAPA D/INSERC. SANIT 3"" ",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
435,"TAPA D/INSERC. SANIT 1 1/2"" ",REXOLIT,PVC,2,1.4826,5,1,0,0,0,21,4,1,0,0
436,TAPA P/MALOS OLORES (TAPACOOL) BLANCA,SIN MARCA,PLASTICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
437,"TAPA HID. P/CEM. 3/4""",MUELLER,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
438,"TAPA HID. P/CEM. 1""",MUELLER,HIDRAULICO,2,1.4826,5,1,0,0,0,21,4,1,0,0
